dali_product_id,brand_name,product_name,product_part_number,gtin,DALI Parts
9317,HYTRONIK,Dual sensor with DALI-2 application controller,HIM049D,6971185222164,"101,103"
9305,TCI,DCI 100 100-250 DALI NFC,141300,8010703886384,"101,102,207,251,252,253"
9307,Clevertronics,CWELED-A-D2 (ANZ),CWELED-A-D2 ANZ,9357260031314,"101,102,202"
9308,Clevertronics,LJELED-40-CKIT-D2-34 (ANZ),LJELED-40-CKIT-D2-34 ANZ,9357260030980,"101,102,202"
9309,ETAP Lighting International NV,K92-DL2-2D,KS3461-D2-05,05430003533093,"101,102,202"
9281,YINGJIAO,DLCV-75-24-EP-DT6 E1,DLCV-75-24 DALI-2,6975965150074,"101,102,207"
9288,YINGJIAO,DLCV-200-24-EP-DT6 E1,DLCV-200-24 DALI-2,6975965150135,"101,102,207"
9316,YINGJIAO,DLCV-60-12-EP-DT6 E1,DLCV-60-12 DALI-2,6975965150067,"101,102,207"
9249,Howtim,DALI Emergency driver,HT-EMLED-12V-DALI,6974706620128,"101,102,202"
9290,LOYTEC electronics GmbH,L-DALI-MS2-BT-B,L-DALI-MS2-BT-B,4718018507003,"101,103,301,303,304"
9291,LOYTEC electronics GmbH,L-DALI-MS3-BT-B,L-DALI-MS3-BT-B,4718018507010,"101,103,301,303,304"
9294,LOYTEC electronics GmbH,LOYBT-MS2-B,LOYBT-MS2-B,4718018507027,"101,103"
9295,LOYTEC electronics GmbH,LOYBT-MS3-B,LOYBT-MS3-B,4718018507034,"101,103"
9233,Inventronics,NSS-2K1T210BC,NSS-2K1T210BC,00850060600173,"101,102,150,207,250,251,252,253"
9265,Inventronics,NFS-1K8T210BC,NFS-1K8T210BC,00850060600142,"101,102,150,207,250,251,252,253"
9163,Lunatone,DALI-2 IoT4 PS,9010342014482,9010342014482,"101,103"
9289,Beş A,RINA model PCB Circuit Board (Control Gear),RINA,8681612414298,"101,102,202"
9228,TM Technologie,VIP-T,580-01M-2,5907702831343,"101,102,202,251,252,253"
9293,ELTAKO,DL-TW-2LT-8A-DC12+,33000010,4010312321461,"101,102,207"
9296,ELTAKO,DL-RGB-8A-DC12+,33000013,4010312321492,"101,102,207"
9297,ELTAKO,DL-1CH-8A-DC12+,33000015,4010312321515,"101,102,207"
9298,ELTAKO,DL-4CH-8A-DC12+,33000019,4010312321553,"101,102,207"
9299,ELTAKO,DL-3CH-8A-DC12+,33000017,4010312321546,"101,102,207"
9155,AGT,AGT-PM-D6c52-1300,AGT-PM-D6c52-1300,6976085402906,"101,102,207,251,252,253"
9061,Inventronics,OTi 35/100-242/1A0 CS DIM,AM50927,6977078995559,"101,102,207"
9280,Inventronics,EFM-800S420GT,EFM-800S420GT,00850029729990,"101,102,150,207,250,251,252,253"
9286,Inventronics,OTI DALI 50/220-240/1A4 NFC L,AM50190,6977078993401,"101,102,207,251,252,253"
9287,EAGLERISE,35W DALI & PUSH Dimming power supply_FMS-35-700 DALI-2 LN,FMS-35-700 DALI-2 LN,6937220701810,"101,102,207,251,252,253"
9260,"b,a,g, India",LEDC BAG CCD175-31PR04/DS/DT6,10328070,8908023385147,"101,102,207"
9262,"b,a,g, India",LEDC BAG CCD1105-42PR04/DS/DT6,10328071,8908023385154,"101,102,207"
9263,"b,a,g, India",LEDC BAG CCD170-20PR05/DS/DT8,10328067,8908023385116,"101,102,207,209"
9266,"b,a,g, India",LEDC BAG CCD175-30PR05/DS/DT8,10328064,8908023385086,"101,102,207,209"
9282,"b,a,g, India",LEDC BAG CCD120-09PR03/DS/DT6,10328065,8908023385093,"101,102,207"
9283,"b,a,g, India",LEDC BAG CCD140-13PR03/DS/DT6,10328069,8908023385130,"101,102,207"
9284,"b,a,g, India",LEDC BAG CCD135-12PR01/DS/DT8,10328066,8908023385109,"101,102,207,209"
9285,"b,a,g, India",LEDC BAG CCD150-21PR01/DS/DT6,10328068,8908023385123,"101,102,207"
9272,ManewAIoT,D59WCC1050-1400DLI1,D59WCC1050-1400DLI1,6974120440876,"101,102,207"
9248,Advance,Xi 1160W 1.6-4.0A SR 400V 2CH GV2,929003974106,8720169317055,"101,102,207,250,251,252,253"
9255,Inventronics,IT DALI 15/220-240/350 CS,AM50900,6977078993999,"101,102,207"
9257,Inventronics,IT DALI 20/220-240/500 CS,AM50901,6977078994019,"101,102,207"
9271,Clevertronics,LUBLED-D2-TP-DS-R (ANZ),LUBLED-D2-TP-DS-R ANZ,9357260032021,"101,102,202"
9267,KOIZUMI LIGHTING TECHNOLOGY...,KPW-ADI4518,KPW-ADI4518,4906460762105,"101,102,207"
9268,KOIZUMI LIGHTING TECHNOLOGY...,KPW-AD2I4518,KPW-AD2I4518,4906460762099,"101,102,207,209"
9269,KOIZUMI LIGHTING TECHNOLOGY...,KPW-ADI10042,KPW-ADI10042,4906460762082,"101,102,207"
9270,KOIZUMI LIGHTING TECHNOLOGY...,KPW-AD2I10042,KPW-AD2I10042,4906460762075,"101,102,207,209"
9275,Smartlicht,SD D100L DANF 250-1050 240 A0,94490000,6977519950055,"101,102,207,251,252,253"
9276,Smartlicht,SD D60L DANF 120-550 240 A0,94460000,6977519950048,"101,102,207,251,252,253"
9279,YINGJIAO,DLCV-30-12-EP-DT6 E1,DLCV-30-12 DALI-2,6975965150029,"101,102,207"
9218,Tridonic,LCO 24/200-1050/39 pD+ NF C PRE3,28004661,9006210803661,"101,102,105,150,207,250,251,252,253"
9219,Tridonic,LCO 40/200-1050/64 pD+ NF C PRE3,28004662,9006210803708,"101,102,105,150,207,250,251,252,253"
9220,Tridonic,LCO 60/200-1050/100 pD+ NF C PRE3,28004663,9006210803746,"101,102,105,150,207,250,251,252,253"
9221,Tridonic,LCO 90/200-1050/165 pD+ NF C PRE3,28004664,9006210803784,"101,102,105,150,207,250,251,252,253"
9222,Tridonic,LCO 135/200-1050/220 pD+ NF C PRE3,28004665,9006210803821,"101,102,105,207,250,251,252,253"
9223,Tridonic,LCO 165/200-1050/285 pD+ NF C PRE3,28004666,9006210803869,"101,102,105,150,207,250,251,252,253"
9224,Tridonic,LCO 200/200-1050/355 pD+ NF C PRE3,28004667,9006210803906,"101,102,105,150,207,250,251,252,253"
9232,Inventronics,NSS-2K1T210BC,NSS-2K1T210BC,00850060600173,"101,102,150,207,250,251,252,253"
9258,Inventronics,IT DALI 60/220-240/1400 CS,AM50902,6977078994071,"101,102,207"
9264,Inventronics,NFS-1K8T210BC,NFS-1K8T210BC,00850060600142,"101,102,150,207,250,251,252,253"
9094,LEDGEAR,C1020-50550DB-FC,C1020-50550DB-FC,769256306297,"101,102,207,251,252,253"
9259,EAGLERISE,150W DALI & PUSH Dimming power supply_FMS-150-1050 DALI-2 LD,FMS-150-1050 N-S DALI-2 LD,6937220701803,"101,102,207,251,252,253"
9244,Casambi,Salvador 4032,SAL-4032,06430082060083,"101,103"
9245,Casambi,Salvador 4016,SAL-4016,06430082060076,"101,103"
9238,KOIZUMI LIGHTING TECHNOLOGY...,KPE-BDN1523C,KPE-BDN1523C,4906460737783,"101,102,207"
9217,Tridonic,LCO 14/100-550/38 pD+ NF C PRE3,28004660,9006210803623,"101,102,105,150,207,250,251,252,253"
9237,Inventronics,IT DALI 40/220-240/450 D LT2 L,AM50904,6977078995337,"101,102,207,251,252,253"
9239,Inventronics,IT DALI 75/220-240/550 D LT2 L,AM50905,6977078995351,"101,102,207,251,252,253"
9240,Inventronics,IT DALI 100/220-240/800 D LT2 L,AM50906,6977078995375,"101,102,207,251,252,253"
9242,Inventronics,IT DALI 30/220-240/700 CS,AM50898,6977078994033,"101,102,207"
9243,Inventronics,IT DALI 42/220-240/1050 CS,AM50899,6977078994057,"101,102,207"
9234,Clevertronics,LLIFE-PRO-SM-WL-D2 (ANZ),LLIFE-PRO-SM-WL-D2 ANZ,9357260031307,"101,102,202"
9235,Clevertronics,LUBPRO-SM-TH-D2-DS-RAOW (ANZ),LUBPRO-SM-TH-D2-DS-RAOW ANZ,9357260030560,"101,102,202"
9236,Clevertronics,LVELED-CM-D2 (ANZ),LVELED-CM-D2 ANZ,9357260031208,"101,102,202"
9225,TM Technologie,VIP-R,201A-11MNVD3T-2,5907702831367,"101,102,202,251,252,253"
9226,TM Technologie,VIP-R,201A-25MNVD3T-2,5907702831527,"101,102,202,251,252,253"
9241,Smartlicht,SD D35L DANF 75-400 240 A0,94430000,6977519950031,"101,102,207,251,252,253"
9188,Inventronics,OT DX 75/170-240/1A0/2C NFC E TW,6977078991582,6977078991582,"101,102,150,207,250,251,252,253"
9189,Inventronics,OT DX 75/170-240/1A0/2C NFC E TW,6977078991582,6977078991582,"101,102,150,207,250,251,252,253"
9231,HEP Group,G5DDC30W700CA,G5DDC30W700CA,4710243711224,"101,102,207"
9227,Casambi,Salvador 4064,SAL-4064,06430082060090,"101,103"
9206,unex lighting AG,200-025-150,200-025-150,7649995231346,"101,102,207"
9207,unex lighting AG,200-025-240,200-025-240,7649995231353,"101,102,207"
9215,MOONS’,MU035H105AQ_MB/DALI,MU035H105AQ_MB/DALI,6971481491097,"101,102,207"
9135,Inventronics,NSS-1K5D210BC,NSS-1K5D210BC,00850060600166,"101,102,150,207,250,251,252,253"
9136,Inventronics,NSS-1K5D210BC,NSS-1K5D210BC,00850060600166,"101,102,150,207,250,251,252,253"
9142,Inventronics,NFS-1K2D210BC,NFS-1K2D210BC,00850060600135,"101,102,150,207,250,251,252,253"
9143,Inventronics,NFS-1K2D210BC,NFS-1K2D210BC,00850060600135,"101,102,150,207,250,251,252,253"
9216,Clevertronics,LLIFE-PRO-CKIT-D2 (ANZ),LLIFE-PRO-CKIT-D2 ANZ,9357260022008,"101,102,202"
9152,Philips Dynalite,DDBC1200,913703685109,8718696898574,"101,103"
9200,Ledeshi,LED control gear,ModuDisc S DALI 90W/75W/55W,6916679515018,"101,102,207"
9164,Orlight,999BPDRSOLID-RMT-DALI-10-54VDC,999BPDRSOLIDRMT-DALI-10-54VDC,15056377700106,"101,102,202"
9205,Orlight,EXIT-LUME/CW/SUS/BOX,EXIT-LUME/CW/SUS/BOX,15056377700090,"101,102,202"
9004,CUPOWER,ID ELSCB 31/230/350-900 DALI DIP,A9900166,6973969164530,"101,102,207,251,252,253"
9060,CUPOWER,ID ECSCI 10/230/100-250 DALI DIP,A9900168,6973969165834,"101,102,207,251,252,253"
9140,Shelly,Shelly DALI Dimmer,S3DM-0A1WW,3800235261866,"101,103"
9177,LEDVANCE,FLEX CU IOT DALI-2 HCL TW,4058075841888,4058075841888,"101,103"
9178,LEDVANCE,FLEX CU RTC DALI-2 HCL TW,4058075841925,4058075841925,"101,103"
9179,LEDVANCE,FLEX CU DALI-2 TW,4058075843844,4058075843844,"101,103"
9180,LEDVANCE,FLEX CU FLUSH MOUNT DALI-2 TW,4058075841901,4058075841901,"101,103"
9172,Casambi,Salvador 3016,SAL-3016,06430082060014,"101,103"
9184,CYANTRONIC,α DALI Internal Emergency Module (ANI03-30/DA),ANI03-30/DA,5061034761904,"101,102,202"
9192,CUPOWER,ID ELSCB 60/230/350-700 DT8 NFC,A9900169,6973969165674,"101,102,207,209,251,252,253"
9182,EFFORT,EEC300,EEC300,06976099350033,"101,102,202"
9181,Smartlicht,SD D23C DANF DT8 100-700 46 A0,94220000,6977519950062,"101,102,207,209,251,252,253"
9183,Shenzhen Huarongkeyuan Elec...,DT-DW24V-100W,DT-DW24V-100W,6977635590005,"101,102,207"
9156,Inventronics,OT DX 75/170-240/1A0/2C NFC E TW,6977078991582,6977078991582,"101,102,150,207,209,250,251,252,253"
9158,Inventronics,B NLC D OF LI S,6977078997041,6977078997041,"101,103,351"
9129,Elekon,Room Control Unit,RCU,8684172207515,"101,103"
9012,XAL,MOVE IT 10 Darklight Control Gear DALI VAR A,000634875,9010399000490,"101,102,207"
9160,Clevertronics,LBLLED-CKIT-D2-NP (ANZ),LBLLED-CKIT-D2-NP ANZ,9357260030522,"101,102,202"
9165,Zhuhai Shengchang Electroni...,NDU 200W CC,NDU-200,6971495641099,"101,102,207,250,251,252,253"
9159,Seatronic,VADIS 1W,VD01,6977632280008,"101,102,202"
8917,Lutron,Small Form Factor Lutron Digital LED Driver,LD2T02VN-BLK,784276313919,"101,102,207,209,250,251,252,253"
9146,Zhuhai Shengchang Electroni...,SDU 480W CC,SDU-480,6971495640931,"101,102,207,250,251,252,253"
9147,Casambi,Salvador 2016,SAL-2016,06430082060045,"101,103"
9151,Casambi,Salvador 2032,SAL-2032,06430082060052,"101,103"
9149,KOIZUMI LIGHTING TECHNOLOGY...,KPE-BDN3087,KPE-BDN3087,4906460737806,"101,102,207"
9141,Raytec Limited,SPARTAN Universal DALI Power Supply,W300-PSU-MF-CPCB-UNI-DALI,5055877507553,"101,102,207,251,252,253"
9113,Panasonic Corporation,BNQX3532K,BNQX3532K,4549980882610,"101,103"
9144,MOONS’,PD240S048DPI550,PD240S048DPI550,6971481491073,"101,102,207"
9120,EAGLERISE,Linear-DALI-2 Series 75W_FMS-75-1800 DALI-2 LN,FMS-75-1800 DALI-2 LN,6937220701797,"101,102,207,251,252,253"
9112,Casambi,Salvador 2064,SAL-2064,06430082060069,"101,103"
9139,KOIZUMI LIGHTING TECHNOLOGY...,KPE-BDN3046,KPE-BDN3046,4906460749199,"101,102,207"
9134,LEXIKOS,PD2-CS1-36/900FC/40-SE-UE-01,2063014268,06936905600431,"101,102,207"
9137,Entity,1200EN2097,1200EN2097,8058265680460,"101,102,207"
9125,Luxbox,LELT-MIRO 220V-3W/2x1865/60Li,2382629,7630602514341,"101,102,202"
9126,Luxbox,LELT-MIRO 220V-3W/3x1865/180Li,2382628,7630602518349,"101,102,202"
9127,Luxbox,LELT-MIRO 55V-3W/3x1865/180Li,2382626,7630602530341,"101,102,202"
9128,Luxbox,LELT-MIRO 55V-3W/2x1865/60Li,2382631,7630602526344,"101,102,202"
9122,"Delta Electronics, Inc.",170W 1050mA EUCI-170105GLB,EUCI-170105GLB,4718018500479,"101,102,207,251,253"
9130,Clevertronics,LLIFE-PRO-SMC-CKIT-D2-NP (ANZ),LLIFE-PRO-SMC-CKIT-D2-NP ANZ,9357260024200,"101,102,202"
9131,EAGLERISE,50W DALI & PUSH Dimming power supply_FMS-50-1050 DALI-2 LD-3F,FMS-50-1050 DALI-2 LD-3F,6937220701834,"101,102,207,251,252,253"
9132,EAGLERISE,50W DALI & PUSH Dimming power supply_FLS-50-1200 DALI-2 LD-R,FLS-50-1200 DALI-2 LD-R,6937220701773,"101,102,207,251,252,253"
8854,Bridgelux,DALI LED driver,BXNS-MF-H0CW-E104D-01-A,00850043026396,"101,102,207,251"
8855,Bridgelux,DALI LED driver,BXNS-MF-H5CW-E106D-01-A,00850043026402,"101,102,207,251"
8856,Bridgelux,DALI LED driver,BXNS-MF-2HCW-E108D-01-A,00850043026389,"101,102,207,251"
9091,MinebeaMitsumi,Hybrid Zhaga NDLM011EU-4,NDLM011EU-4,4573517960984,"101,103,351"
9115,Inventronics,OTi DALI 35/220-240/400 D NFC L,AM50771,6977078995153,"101,102,207,251,252,253"
9116,Inventronics,OTi DALI 50/220-240/400 D NFC L,AM50772,6977078995177,"101,102,207,251,252,253"
8929,Zhuhai Shengchang Electroni...,D4i 80-120W CV CW,KV-100-2C-D4i,6971495641433,"101,102,207,209,250,251,252,253"
9118,Zhuhai Shengchang Electroni...,D4i 80-120W CV CW,KV-100-2C-D4i,6971495641433,"101,102,207,250,251,252,253"
9119,EAGLERISE,CV-DALI-2 series_80W_LS-80-24 DALI-2 LI1,LS-80-24 DALI-2 LI1,6937220701513,"101,102,207,251,252,253"
9117,EUCHIPS,OWP150D-1W48V,OWP150D-1W48V,6971945900653,"101,102,207"
9101,Moonoff,00CLDRI60WDITC2,00CLDRI60WDITC2,8435494619445,"101,102,207,250,251,252,253"
9098,LEDGEAR,C1020-361050DB-FC,C1020-361050DB-FC,769256306303,"101,102,207,251,252,253"
9083,EAGLERISE,45W Constant Voltage DALI-2-LS Series_LS-45-24 DALI-2 LI1,LS-45-24 DALI-2 LI1,6937220701506,"101,102,207,251,252,253"
9095,EAGLERISE,CV-DALI-2 series_MS-45-24 IP65 DALI-2 LI,MS-45-24 IP65 DALI-2 LI,6937220701476,"101,102,207,251,252,253"
9075,Sander Elektronik AG,LELT,160494,7630602502348,"101,102,202"
9114,Entity,1200EN2056,1200EN2056,8058265680453,"101,102,207,209"
9090,MinebeaMitsumi,Zhaga NDLM012EU-4,NDLM012EU-4,4573517960991,"101,103,351"
9097,Moonoff,00CLDRI26WDITC2,00CLDRI26WDITC2,8435494619414,"101,102,207,250,251,252,253"
9099,Moonoff,00CLDRI32WDITC2,00CLDRI32WDITC2,8435494619421,"101,102,207,250,251,252,253"
9100,Moonoff,00CLDRI40WDITC2,00CLDRI40WDITC2,8435494619438,"101,102,207,250,251,252,253"
9102,Moonoff,00CLDRI60WDITC2A,00CLDRI60WDITC2A,8435494619452,"101,102,207,250,251,252,253"
9103,Moonoff,00CLDRI60WDITC2B,00CLDRI60WDITC2B,8435494619469,"101,102,207,250,251,252,253"
9104,Moonoff,00CLDRI80WDITC2,00CLDRI80WDITC2,8435494619476,"101,102,207,250,251,252,253"
9105,Moonoff,00CLDRI80WDITC2A,00CLDRI80WDITC2A,8435494619483,"101,102,207,250,251,252,253"
9106,Moonoff,00CLDRI120WDITC2,00CLDRI120WDITC2,8435494619490,"101,102,207,250,251,252,253"
9107,Moonoff,00CLDRI120WDITC2A,00CLDRI120WDITC2A,8435494619506,"101,102,207,250,251,252,253"
9108,Moonoff,00CLDRI120WDITC2B,00CLDRI120WDITC2B,8435494619513,"101,102,207,250,251,252,253"
9109,Moonoff,00CLDRI165WDITC2,00CLDRI165WDITC2,8435494619520,"101,102,207,250,251,252,253"
9110,Moonoff,00CLDRI200WDITC2,00CLDRI200WDITC2,8435494619537,"101,102,207,250,251,252,253"
9111,Moonoff,00CLDRI200WDITC2A,00CLDRI200WDITC2A,8435494619544,"101,102,207,250,251,252,253"
9021,zencontrol,zc-ddd8l-60cct900-1700,zc-ddd8l-60cct900-1700,6971103538247,"101,102,207,209,251,252,253"
9022,zencontrol,zc-ddd8l-50cct650-1300,zc-ddd8l-50cct650-1300,6971103538230,"101,102,207,209,251,252,253"
9026,zencontrol,zc-ddd8r-36cct350-1050,zc-ddd8r-36cct350-1050,6971103538193,"101,102,207,251,252,253"
9027,zencontrol,zc-ddd8r-15cct100-500,zc-ddd8r-15cct100-500,6971103538186,"101,102,207,209,251,252,253"
9028,zencontrol,zc-ddd8r-10cct100-500,zc-ddd8r-10cct100-500,6971103538179,"101,102,207,209,251,252,253"
9029,zencontrol,zc-ddd8l-80cct1000-2000,zc-ddd8l-80cct1000-2000,6971103535895,"101,102,207,209,251,252,253"
9030,zencontrol,zc-ddd8l-40cct500-1050,zc-ddd8l-40cct500-1050,6971103535871,"101,102,207,209,251,252,253"
9031,zencontrol,zc-ddd8l-30cct250-850,zc-ddd8l-30cct250-850,6971103535864,"101,102,207,209,251,252,253"
9035,zencontrol,zc-ddd8r-25cct300-850,zc-ddd8r-25cct300-850,6971103535826,"101,102,207,209,251,252,253"
9036,zencontrol,zc-ddd61-80cc1000-2000,zc-ddd61-80cc1000-2000,6971103535819,"101,102,207,251,252,253"
9042,zencontrol,zc-ddd6r-25cc300-850,zc-ddd6r-25cc300-850,6971103535741,"101,102,207,251,252,253"
9092,LOYTEC electronics GmbH,L-DALI-ME204-U,L-DALI-ME204-U,4718018520521,"101,103"
9093,LOYTEC electronics GmbH,L-DALI-PLC4,L-DALI-PLC4,4718018520576,"101,103"
8967,LEDVANCE,MCU TOUCH DALI-2,4058075837546,4058075837546,"101,103"
9079,Zhuhai Shengchang Electroni...,D4i 150-200W CV CW,KV-200-2C-D4i,6971495641440,"101,102,207,209,250,251,252,253"
9080,Zhuhai Shengchang Electroni...,D4i 150-200W CV CW,KV-200-2C-D4i,6971495641440,"101,102,207,250,251,252,253"
8927,CUPOWER,ID ECSCB 40/230/150-1050 D4i NFC OUT,A9900164,6973969163472,"101,102,207,250,251,252,253"
8984,Schréder,Owlet IV MeshNode N AUS ZD4i,03-65-056,05430002098326,"101,103,351"
9077,LUG,eBLOC-Z,770031.004,5900530402716,"101,103,351"
9082,MOONS’,MSWNUE2241,MSWNUE2241,6971481491004,"101,103,351"
9089,MOONS’,MD960S048PPI310,MD960S048PPI310,6971481491028,"101,102,207"
9019,zencontrol,zc-ddd8l-24-150cvt,zc-ddd8l-24-150cvt,6971103538353,"101,102,207,209"
9020,zencontrol,zc-ddd8l-24-100cvt,zc-ddd8l-24-100cvt,6971103538322,"101,102,207,209"
9023,zencontrol,zc-ddd8c-65cct500-1500,zc-ddd8c-65cct500-1500,6971103538223,"101,102,207,209,251,252,253"
9024,zencontrol,zc-ddd8c-45cct500-1400,zc-ddd8c-45cct500-1400,6971103538216,"101,102,207,209,251,252,253"
9025,zencontrol,zc-ddd8c-15cct100-700,zc-ddd8c-15cct100-700,6971103538209,"101,102,207,209,251,252,253"
9032,zencontrol,zc-ddd8c-36cct350-1050,zc-ddd8c-36cct350-1050,6971103535857,"101,102,207,209,251,252,253"
9033,zencontrol,zc-ddd8c-25cct250-700,zc-ddd8c-25cct250-700,6971103535840,"101,102,207,209,251,252,253"
9034,zencontrol,zc-ddd8c-10cct100-500,zc-ddd8c-10cct100-500,6971103535833,"101,102,207,209,251,252,253"
9037,zencontrol,zc-ddd61-50cc650-1300,zc-ddd61-50cc650-1300,6971103535802,"101,102,207,251,252,253"
9038,zencontrol,zc-ddd61-40cc500-1050,zc-ddd61-40cc500-1050,6971103535796,"101,102,207,251,252,253"
9039,zencontrol,zc-ddd61-30cc250-850,zc-ddd61-30cc250-850,6971103535789,"101,102,207,251,252,253"
9040,zencontrol,zc-ddd6C-25cc250-700,zc-ddd6C-25cc250-700,6971103535765,"101,102,207,251,252,253"
9041,zencontrol,zc-ddd6C-10cc100-500,zc-ddd6C-10cc100-500,6971103535758,"101,102,207,251,252,253"
9087,LOYTEC electronics GmbH,L-DALI-3E104-U,L-DALI-3E104-U,4718018520545,"101,103"
9084,Clevertronics,CLIFE-PRO-CKIT-D2-335 (ANZ),CLIFE-PRO-CKIT-D2-335 ANZ,9357260030447,"101,102,202"
9085,Elsner Elektronik,KNX DALI L1 ind/gr/bc sec,70584,4051996705840,"101,103"
9086,Elsner Elektronik,KNX DALI L2 ind/gr/bc sec,70583,4051996705833,"101,103"
9078,OLFER,CAS-ZHAGA-40-DA-LX,OLF-043,8445799000022,"101,103,351"
8908,MOONS’,MT1200H210BQI7820,MT1200H210BQI7820,6971481490946,"101,102,207,250,251,252,253"
9048,HYTRONIK,D4i External DALI node with RTC,HBTD15,6971185222645,"101,103,351"
9073,HYTRONIK,DALI-2  microwave motion & daylight sensor controller,SAM15,6971185222669,"101,103"
9074,HYTRONIK,DALI-2  PIR motion & daylight sensor controller,HIR15,6971185222652,"101,103"
9062,Inventronics,OTi DALI 25/220-240/200 D NFC L,AM50770,6977078995139,"101,102,207,251,252,253"
8656,LEDVANCE,MCU SELECT DALI-2,4058075837485,4058075837485,"101,103"
8660,LEDVANCE,MCU SELECT DALI-2 TW,4058075837508,4058075837508,"101,103"
8661,LEDVANCE,MCU SELECT DALI-2 EXC TW,4058075837522,4058075837522,"101,103"
8663,LEDVANCE,SENSOR DALI-2 LS-PD-6 IR CI,4058075837621,4058075837621,"101,103,303,304"
8673,LEDVANCE,MCU TOUCH DALI-2 TW,4058075837560,4058075837560,"101,103"
8955,Casambi,Salvador 1032,SAL-1032,6430082060021,"101,103"
9064,Casambi,Salvador 1016,SAL-1016,06430082060038,"101,103"
9051,Vossloh-Schwabe Deutschland...,ECXd 700.674,187439,4050732519604,"101,102,207"
9052,Vossloh-Schwabe Deutschland...,ECXd 400.675,187440,4050732519611,"101,102,207"
9053,Vossloh-Schwabe Deutschland...,ECXd 600.676,187441,4050732519628,"101,102,207"
9054,Vossloh-Schwabe Deutschland...,ECXd 800.677,187442,4050732519642,"101,102,207"
9055,Vossloh-Schwabe Deutschland...,ECXd 800.693,187475,4050732521331,"101,102,207"
9056,Vossloh-Schwabe Deutschland...,ECXd 1050.678,187443,4050732519659,"101,102,207"
9076,"Emtrons Technologies Co., Ltd",EM310H,30303101200500,6975632650067,"101,102,202"
9067,Lutron,Athena wireless node (RF only),A-WN-E01-RF-BL,0784276326643,"101,103,351"
9068,Lutron,Athena wireless node with sensor,A-WN-E01-OCC-BL,0784276326667,"101,103,351"
8313,zencontrol,zc-ddd61-24-150cv,zc-ddd61-24-150cv,6971103535949,"101,102,207"
9063,Clevertronics,LUBPRO-SM-D2-V-BLK (ANZ),LUBPRO-SM-D2-V-BLK ANZ,9357260030263,"101,102,202"
9069,Siteco,iQ 40 D4i LV G1.1,258406x1x,4069025001511,"101,102,207,209,250,251,252,253"
9070,Siteco,iQ 40 D4i LV G1.1,258406x1x,4069025001511,"101,102,207,250,251,252,253"
9065,sympho,SYMPHO DALI-2 Panel 4-Key (black),CL23100279455,4897135732960,"101,103,301"
9066,sympho,SYMPHO DALI-2 Panel 4-Key (metal),CL23100279055,4897135732922,"101,103,301"
9013,Inventronics,B NLC DALI CONV,AM3344205G3,6977078991605,"101,103"
8918,LEDVANCE,DR EXT DALI-P-1X7-37W 220-240,AC59128,4099854295157,"101,102,207"
8919,LEDVANCE,DR EXT DALI-P-2X7-26W 220-240,AC59129,4099854295171,"101,102,207"
9049,Clevertronics,ARGOSQ-LP-CKIT-D2 (ANZ),ARGOSQ-LP-CKIT-D2 ANZ,9357260027508,"101,102,202"
9014,EAGLERISE,20W DALI-2 & PUSH+NFC Dimming power supply-FLS-20-500 DALI-2 LN PRO,FLS-20-500 DALI-2 LN PRO,6937220701599,"101,102,207,251,252,253"
9058,Siteco,iQ 40 D4i HV G1.1,258407x1x,4069025001559,"101,102,207,250,251,252,253"
9059,Siteco,iQ 40 D4i HV G1.1,258407x1x,4069025001559,"101,102,207,209,250,251,252,253"
9003,"Emtrons Technologies Co., Ltd",EM117CH,10117050313000,6975632650098,"101,102,202"
9007,Lutron,Athena wireless node (RF only),A-WN-E01-RF-WH,0784276326636,"101,103,351"
9008,Lutron,Athena wireless node with sensor,A-WN-E01-OCC-WH,0784276326650,"101,103,351"
9010,MOONS’,MU050S105DQI502,MU050S105DQI502,6971481491066,"101,102,207,209"
9002,Dalcnet,SLIM-1CC-DALI,SLIM-1CC-DALI,8051597050093,"101,102,207"
9001,Inventronics,IT DALI 38/220-240/950 CS R,AM51021,6977078996518,"101,102,207"
9015,OPPLE,LED Driver,OP-DY220/150-580C-Highbay-DALI,6941491743981,"101,102,207"
9016,OPPLE,LED Driver,OP-DY220/200-740C-Highbay-DALI,6941491743998,"101,102,207"
9017,OPPLE,LED Driver,OP-DY220/240-800C-Highbay-DALI,6941491744001,"101,102,207"
9018,OPPLE,LED Driver,OP-DY220/120-540C-Highbay-DALI,6941491743974,"101,102,207"
9009,EUCHIPS,LCP120D-1H24V,LCP120D-1H24V,6971945900622,"101,102,207"
8828,Simon,Light Manager,89000120-039,8421053323175,"101,103"
9011,CUPOWER,XZ-DF54B-540140-AA,A9900167,6973969163502,"101,102,207,251,252,253"
8992,Tridonic,LC 17/100-350/50 o4a NF SR EXC3 Z,28005382,9006210850160,"101,102,207,251,252,253"
8993,Tridonic,LC 27/300-550/50 o4a NF SR EXC3 Z,28005383,9006210850191,"101,102,207,251,252,253"
8985,Beghelli SpA,Inverter universale CT 19399+15080,1939915080,8002219898401,"101,102,202"
8991,LiFud,LF-ACD120B-1050-220,00789091051251,00789091051251,"101,102,207,250,251,252,253"
8990,OPPLE,LED Driver,OP-DY220/100-450C-Highbay-DALI,6941491743967,"101,102,207"
8998,CUPOWER,ID ECSCB 15/230/150-550 DALI NFC,A9900165,6973969164455,"101,102,207,251,252,253"
